driving_distance,from_center,to_center
202.41,GKKTP,BLATP
86.13,GKKTP,GBBTP
273.7,GKKTP,GFDTP
408.17,GKKTP,GJETP
192.94,GKKTP,GMIOR
191.68,GKKTP,LLXTP
229.87,GKKTP,NUTTP
229.87,GKKTP,NUWTP
927,GKKTP,AKTTP
183.71,GKKTP,BLETP
183.71,GKKTP,BLMTP
572.66,GKKTP,GBCTP
192.38,GKKTP,GFMTP
513.82,GKKTP,GKITP
581.64,GKKTP,GMLTP
601.5,GKKTP,GROTP
253.13,GKKTP,NAETP
992.94,GKKTP,SLOTP
735.69,GKKTP,AOETP
130.26,GKKTP,BLGTP
563.72,GKKTP,GBETP
432.47,GKKTP,GFRTP
0,GKKTP,GKKTP
158.18,GKKTP,GMNTP
369.79,GKKTP,GSTTP
261.6,GKKTP,NAVTP
736.86,GKKTP,AOLTP
1079.78,GKKTP,CHROR
319.85,GKKTP,GBMTP
162.43,GKKTP,GGITP
0,GKKTP,GKLTP
198.85,GKKTP,GMRTP
406.47,GKKTP,GTUTP
261.56,GKKTP,NAMTP
261.56,GKKTP,NAWTP
897.15,GKKTP,AWDTP
1361.63,GKKTP,COSTP
34.7,GKKTP,GBOTP
458.79,GKKTP,GHATP
13.26,GKKTP,GKMTP
181.06,GKKTP,GMZTP
305.85,GKKTP,GWZTP
314.74,GKKTP,NGRTP
898.91,GKKTP,AWGTP
1093.32,GKKTP,CRITP
367.24,GKKTP,GBWOR
255.63,GKKTP,GHBTP
240.14,GKKTP,GKSTP
388.22,GKKTP,GNBTP
1149.24,GKKTP,HBSTP
276.47,GKKTP,NLBTP
209.22,GKKTP,BANTP
1077.88,GKKTP,CZATP
581.64,GKKTP,GBYOR
428.68,GKKTP,GHGTP
499.81,GKKTP,GLPTP
296.56,GKKTP,GNDOR
1402.53,GKKTP,HDBTP
103.59,GKKTP,NMSTP
1080.87,GKKTP,CZMTP
581.29,GKKTP,GDRTP
272.59,GKKTP,GHMTP
486.36,GKKTP,GLUTP
571.87,GKKTP,GNOOR
1217.89,GKKTP,HPCTP
150.8,GKKTP,NNYTP
224.76,GKKTP,BBRTP
73.82,GKKTP,GAKTP
38.11,GKKTP,GDUTP
306.73,GKKTP,GHOTP
248.14,GKKTP,GMATP
73.9,GKKTP,GNWOR
1316.91,GKKTP,HSZTP
257.23,GKKTP,NRDTP
997.81,GMNTP,AGATP
338.73,GMNTP,BGETP
636.9,GMNTP,GAUTP
100.95,GMNTP,GESTP
405.59,GMNTP,GHSTP
677.55,GMNTP,GMHTP
443.21,GMNTP,GOSOR
1215.41,GMNTP,HUNOR
259.24,GMNTP,NRSTP
805.62,GMNTP,AIBTP
319.38,GMNTP,BLATP
77.67,GMNTP,GBBTP
305.04,GMNTP,GFDTP
395.37,GMNTP,GJETP
335.06,GMNTP,GMIOR
344.29,GMNTP,LLXTP
198.2,GMNTP,NUTTP
198.2,GMNTP,NUWTP
1026.49,GMNTP,AKTTP
300.68,GMNTP,BLETP
300.68,GMNTP,BLMTP
470.66,GMNTP,GBCTP
288.2,GMNTP,GFMTP
367.37,GMNTP,GKITP
691.52,GMNTP,GMLTP
455.04,GMNTP,GROTP
218.7,GMNTP,NAETP
1092.42,GMNTP,SLOTP
835.18,GMNTP,AOETP
268.76,GMNTP,BLGTP
461.66,GMNTP,GBETP
545.81,GMNTP,GFRTP
158.98,GMNTP,GKKTP
0,GMNTP,GMNTP
483.13,GMNTP,GSTTP
225.25,GMNTP,NAVTP
836.34,GMNTP,AOLTP
1179.21,GMNTP,CHROR
173.39,GMNTP,GBMTP
230.82,GMNTP,GGITP
158.98,GMNTP,GKLTP
214.1,GMNTP,GMRTP
519.81,GMNTP,GTUTP
222.9,GMNTP,NAMTP
222.9,GMNTP,NAWTP
996.64,GMNTP,AWDTP
1461.12,GMNTP,COSTP
186.53,GMNTP,GBOTP
411.06,GMNTP,GHATP
152.91,GMNTP,GKMTP
323.17,GMNTP,GMZTP
406.72,GMNTP,GWZTP
200.35,GMNTP,NGRTP
998.34,GMNTP,AWGTP
1192.8,GMNTP,CRITP
480.57,GMNTP,GBWOR
368.97,GMNTP,GHBTP
391.97,GMNTP,GKSTP
486.54,GMNTP,GNBTP
1218.97,GMNTP,HBSTP
264.04,GMNTP,NLBTP
288.09,GMNTP,BANTP
1177.37,GMNTP,CZATP
691.52,GMNTP,GBYOR
282.23,GMNTP,GHGTP
450.95,GMNTP,GLPTP
194.56,GMNTP,GNDOR
1472.25,GMNTP,HDBTP
231.66,GMNTP,NMSTP
1180.35,GMNTP,CZMTP
559.1,GMNTP,GDRTP
236.13,GMNTP,GHMTP
339.9,GMNTP,GLUTP
469.87,GMNTP,GNOOR
1317.38,GMNTP,HPCTP
156.34,GMNTP,NNYTP
340.01,GMNTP,BBRTP
222.43,GMNTP,GAKTP
138.36,GMNTP,GDUTP
204.72,GMNTP,GHOTP
361.48,GMNTP,GMATP
86.37,GMNTP,GNWOR
1386.63,GMNTP,HSZTP
261.11,GMNTP,NRDTP
621.52,GSTTP,AGATP
577.55,GSTTP,BGETP
156.86,GSTTP,GAUTP
424.65,GSTTP,GESTP
189.27,GSTTP,GHSTP
233.51,GSTTP,GMHTP
482.98,GSTTP,GOSOR
868.88,GSTTP,HUNOR
610.75,GSTTP,NRSTP
318.05,GSTTP,AIBTP
514.38,GSTTP,BLATP
439.21,GSTTP,GBBTP
256.19,GSTTP,GFDTP
377.91,GSTTP,GJETP
209.65,GSTTP,GMIOR
311.88,GSTTP,LLXTP
583.53,GSTTP,NUTTP
583.53,GSTTP,NUWTP
582.68,GSTTP,AKTTP
514.96,GSTTP,BLETP
514.96,GSTTP,BLMTP
632.14,GSTTP,GBCTP
205.12,GSTTP,GFMTP
755.34,GSTTP,GKITP
220.61,GSTTP,GMLTP
825.57,GSTTP,GROTP
611.86,GSTTP,NAETP
648.62,GSTTP,SLOTP
458.89,GSTTP,AOETP
440.86,GSTTP,BLGTP
619.61,GSTTP,GBETP
198.97,GSTTP,GFRTP
370.45,GSTTP,GKKTP
485.65,GSTTP,GMNTP
0,GSTTP,GSTTP
620.33,GSTTP,NAVTP
460.05,GSTTP,AOLTP
783.57,GSTTP,CHROR
627.37,GSTTP,GBMTP
262.62,GSTTP,GGITP
370.45,GSTTP,GKLTP
297.85,GSTTP,GMRTP
45.45,GSTTP,GTUTP
618.86,GSTTP,NAMTP
618.86,GSTTP,NAWTP
620.35,GSTTP,AWDTP
1064.57,GSTTP,COSTP
348.97,GSTTP,GBOTP
463.89,GSTTP,GHATP
365.19,GSTTP,GKMTP
208.62,GSTTP,GMZTP
152.16,GSTTP,GWZTP
668.41,GSTTP,NGRTP
624.1,GSTTP,AWGTP
749,GSTTP,CRITP
2.7,GSTTP,GBWOR
125.52,GSTTP,GHBTP
164.8,GSTTP,GKSTP
232.54,GSTTP,GNBTP
872.44,GSTTP,HBSTP
635,GSTTP,NLBTP
551.08,GSTTP,BANTP
780.54,GSTTP,CZATP
220.61,GSTTP,GBYOR
670.2,GSTTP,GHGTP
479.86,GSTTP,GLPTP
513.57,GSTTP,GNDOR
1125.72,GSTTP,HDBTP
452.21,GSTTP,NMSTP
783.52,GSTTP,CZMTP
516.44,GSTTP,GDRTP
374.59,GSTTP,GHMTP
716.93,GSTTP,GLUTP
631.35,GSTTP,GNOOR
941.09,GSTTP,HPCTP
505.19,GSTTP,NNYTP
545.39,GSTTP,BBRTP
422.44,GSTTP,GAKTP
404.24,GSTTP,GDUTP
513.74,GSTTP,GHOTP
135.1,GSTTP,GMATP
427.56,GSTTP,GNWOR
1040.1,GSTTP,HSZTP
611.62,GSTTP,NRDTP
1146.42,NAVTP,AGATP
214.58,NAVTP,BGETP
765.99,NAVTP,GAUTP
211.95,NAVTP,GESTP
484.23,NAVTP,GHSTP
826.16,NAVTP,GMHTP
628.04,NAVTP,GOSOR
1393.77,NAVTP,HUNOR
68.6,NAVTP,NRSTP
927.05,NAVTP,AIBTP
201.06,NAVTP,BLATP
223.27,NAVTP,GBBTP
496,NAVTP,GFDTP
586.34,NAVTP,GJETP
441.04,NAVTP,GMIOR
400.87,NAVTP,LLXTP
49.78,NAVTP,NUTTP
49.78,NAVTP,NUWTP
1175.1,NAVTP,AKTTP
216.12,NAVTP,BLETP
216.12,NAVTP,BLMTP
655.49,NAVTP,GBCTP
440.48,NAVTP,GFMTP
552.51,NAVTP,GKITP
829.73,NAVTP,GMLTP
640.19,NAVTP,GROTP
10.91,NAVTP,NAETP
1241.03,NAVTP,SLOTP
983.78,NAVTP,AOETP
248.07,NAVTP,BLGTP
646.93,NAVTP,GBETP
680.57,NAVTP,GFRTP
261.16,NAVTP,GKKTP
224.32,NAVTP,GMNTP
617.88,NAVTP,GSTTP
0,NAVTP,NAVTP
984.95,NAVTP,AOLTP
1327.87,NAVTP,CHROR
361.31,NAVTP,GBMTP
406.61,NAVTP,GGITP
261.16,NAVTP,GKLTP
443.03,NAVTP,GMRTP
654.56,NAVTP,GTUTP
7.47,NAVTP,NAMTP
7.47,NAVTP,NAWTP
1145.25,NAVTP,AWDTP
1609.72,NAVTP,COSTP
292.51,NAVTP,GBOTP
595.89,NAVTP,GHATP
258.89,NAVTP,GKMTP
429.15,NAVTP,GMZTP
553.94,NAVTP,GWZTP
183.6,NAVTP,NGRTP
1147,NAVTP,AWGTP
1341.41,NAVTP,CRITP
615.33,NAVTP,GBWOR
503.72,NAVTP,GHBTP
483.34,NAVTP,GKSTP
636.32,NAVTP,GNBTP
1397.34,NAVTP,HBSTP
40.98,NAVTP,NLBTP
163.94,NAVTP,BANTP
1325.98,NAVTP,CZATP
829.73,NAVTP,GBYOR
467.37,NAVTP,GHGTP
635.78,NAVTP,GLPTP
379.39,NAVTP,GNDOR
1650.62,NAVTP,HDBTP
210.96,NAVTP,NMSTP
1328.96,NAVTP,CZMTP
743.93,NAVTP,GDRTP
427.09,NAVTP,GHMTP
525.04,NAVTP,GLUTP
654.69,NAVTP,GNOOR
1465.99,NAVTP,HPCTP
116.14,NAVTP,NNYTP
215.86,NAVTP,BBRTP
226.78,NAVTP,GAKTP
239.12,NAVTP,GDUTP
389.55,NAVTP,GHOTP
496.23,NAVTP,GMATP
203.57,NAVTP,GNWOR
1565,NAVTP,HSZTP
69.49,NAVTP,NRDTP
222.83,AOLTP,AGATP
992.9,AOLTP,BGETP
311.41,AOLTP,GAUTP
790.5,AOLTP,GESTP
659.67,AOLTP,GHSTP
238.11,AOLTP,GMHTP
495.53,AOLTP,GOSOR
432.12,AOLTP,HUNOR
998.6,AOLTP,NRSTP
317.53,AOLTP,AIBTP
935.44,AOLTP,BLATP
782.12,AOLTP,GBBTP
535.7,AOLTP,GFDTP
514.67,AOLTP,GJETP
587.84,AOLTP,GMIOR
780.18,AOLTP,LLXTP
948.43,AOLTP,NUTTP
948.43,AOLTP,NUWTP
250.45,AOLTP,AKTTP
916.74,AOLTP,BLETP
916.74,AOLTP,BLMTP
601.18,AOLTP,GBCTP
552.11,AOLTP,GFMTP
1030.4,AOLTP,GKITP
258.18,AOLTP,GMLTP
817.33,AOLTP,GROTP
976.76,AOLTP,NAETP
409.64,AOLTP,SLOTP
0.96,AOLTP,AOETP
863.3,AOLTP,BLGTP
593.07,AOLTP,GBETP
648.31,AOLTP,GFRTP
736.3,AOLTP,GKKTP
834.97,AOLTP,GMNTP
458.39,AOLTP,GSTTP
985.23,AOLTP,NAVTP
0,AOLTP,AOLTP
404.28,AOLTP,CHROR
850.56,AOLTP,GBMTP
608.16,AOLTP,GGITP
736.3,AOLTP,GKLTP
643.39,AOLTP,GMRTP
485.85,AOLTP,GTUTP
983.75,AOLTP,NAMTP
983.75,AOLTP,NAWTP
183.6,AOLTP,AWDTP
670.98,AOLTP,COSTP
724.35,AOLTP,GBOTP
580.85,AOLTP,GHATP
731.04,AOLTP,GKMTP
586.81,AOLTP,GMZTP
436.91,AOLTP,GWZTP
989.77,AOLTP,NGRTP
185.35,AOLTP,AWGTP
545.58,AOLTP,CRITP
459.8,AOLTP,GBWOR
547.02,AOLTP,GHBTP
619.32,AOLTP,GKSTP
351.42,AOLTP,GNBTP
435.69,AOLTP,HBSTP
999.9,AOLTP,NLBTP
942.26,AOLTP,BANTP
402.39,AOLTP,CZATP
258.18,AOLTP,GBYOR
893.39,AOLTP,GHGTP
492.87,AOLTP,GLPTP
746.75,AOLTP,GNDOR
688.97,AOLTP,HDBTP
836.62,AOLTP,NMSTP
405.37,AOLTP,CZMTP
391.8,AOLTP,GDRTP
654.1,AOLTP,GHMTP
869.06,AOLTP,GLUTP
600.39,AOLTP,GNOOR
644.31,AOLTP,HPCTP
886.05,AOLTP,NNYTP
957.79,AOLTP,BBRTP
806.85,AOLTP,GAKTP
769.13,AOLTP,GDUTP
744.9,AOLTP,GHOTP
556.1,AOLTP,GMATP
792.46,AOLTP,GNWOR
603.35,AOLTP,HSZTP
1000.47,AOLTP,NRDTP
192.53,CHROR,AGATP
1335.42,CHROR,BGETP
637.5,CHROR,GAUTP
1133.02,CHROR,GESTP
964.71,CHROR,GHSTP
550.58,CHROR,GMHTP
917.37,CHROR,GOSOR
346.85,CHROR,HUNOR
1341.12,CHROR,NRSTP
595.81,CHROR,AIBTP
1277.96,CHROR,BLATP
1152.14,CHROR,GBBTP
878.22,CHROR,GFDTP
857.19,CHROR,GJETP
930.36,CHROR,GMIOR
1087.32,CHROR,LLXTP
1290.95,CHROR,NUTTP
1290.95,CHROR,NUWTP
230.27,CHROR,AKTTP
1259.26,CHROR,BLETP
1259.26,CHROR,BLMTP
1066.52,CHROR,GBCTP
894.63,CHROR,GFMTP
1372.92,CHROR,GKITP
558.97,CHROR,GMLTP
1259.95,CHROR,GROTP
1319.28,CHROR,NAETP
144.72,CHROR,SLOTP
401.81,CHROR,AOETP
1205.82,CHROR,BLGTP
1047.22,CHROR,GBETP
974.41,CHROR,GFRTP
1078.82,CHROR,GKKTP
1177.49,CHROR,GMNTP
784.49,CHROR,GSTTP
1327.75,CHROR,NAVTP
403.09,CHROR,AOLTP
0,CHROR,CHROR
1244.95,CHROR,GBMTP
950.68,CHROR,GGITP
1078.82,CHROR,GKLTP
985.91,CHROR,GMRTP
811.95,CHROR,GTUTP
1326.27,CHROR,NAMTP
1326.27,CHROR,NAWTP
370.34,CHROR,AWDTP
289.07,CHROR,COSTP
1066.87,CHROR,GBOTP
923.37,CHROR,GHATP
1073.56,CHROR,GKMTP
929.33,CHROR,GMZTP
779.43,CHROR,GWZTP
1332.29,CHROR,NGRTP
374.66,CHROR,AWGTP
163.78,CHROR,CRITP
785.9,CHROR,GBWOR
889.54,CHROR,GHBTP
940.24,CHROR,GKSTP
693.94,CHROR,GNBTP
350.42,CHROR,HBSTP
1342.42,CHROR,NLBTP
1284.78,CHROR,BANTP
2.27,CHROR,CZATP
558.97,CHROR,GBYOR
1287.78,CHROR,GHGTP
920.09,CHROR,GLPTP
1135.6,CHROR,GNDOR
600.04,CHROR,HDBTP
1179.14,CHROR,NMSTP
3.86,CHROR,CZMTP
845.94,CHROR,GDRTP
996.62,CHROR,GHMTP
1311.68,CHROR,GLUTP
1065.73,CHROR,GNOOR
238.94,CHROR,HPCTP
1228.57,CHROR,NNYTP
1300.31,CHROR,BBRTP
1149.38,CHROR,GAKTP
1111.65,CHROR,GDUTP
1139.29,CHROR,GHOTP
898.62,CHROR,GMATP
1134.98,CHROR,GNWOR
514.42,CHROR,HSZTP
1342.99,CHROR,NRDTP
1068.69,GBMTP,AGATP
512.79,GBMTP,BGETP
707.34,GBMTP,GAUTP
266.75,GBMTP,GESTP
593.37,GBMTP,GHSTP
761.46,GBMTP,GMHTP
357.45,GBMTP,GOSOR
1129.65,GBMTP,HUNOR
392.32,GBMTP,NRSTP
876.11,GBMTP,AIBTP
485.19,GBMTP,BLATP
243.48,GBMTP,GBBTP
375.48,GBMTP,GFDTP
384.8,GBMTP,GJETP
498.98,GBMTP,GMIOR
504.94,GBMTP,LLXTP
331.28,GBMTP,NUTTP
331.28,GBMTP,NUWTP
1110.39,GBMTP,AKTTP
466.49,GBMTP,BLETP
466.49,GBMTP,BLMTP
384.9,GBMTP,GBCTP
464.83,GBMTP,GFMTP
205.66,GBMTP,GKITP
775.42,GBMTP,GMLTP
293.33,GBMTP,GROTP
354.35,GBMTP,NAETP
1176.33,GBMTP,SLOTP
905.94,GBMTP,AOETP
434.57,GBMTP,BLGTP
375.96,GBMTP,GBETP
722.45,GBMTP,GFRTP
319.64,GBMTP,GKKTP
173.58,GBMTP,GMNTP
625.08,GBMTP,GSTTP
360.91,GBMTP,NAVTP
907.22,GBMTP,AOLTP
1250.14,GBMTP,CHROR
0,GBMTP,GBMTP
420.45,GBMTP,GGITP
319.64,GBMTP,GKLTP
364.4,GBMTP,GMRTP
674.27,GBMTP,GTUTP
358.55,GBMTP,NAMTP
358.55,GBMTP,NAWTP
946.2,GBMTP,AWDTP
1368.51,GBMTP,COSTP
347.19,GBMTP,GBOTP
325.31,GBMTP,GHATP
313.57,GBMTP,GKMTP
483.83,GBMTP,GMZTP
477.16,GBMTP,GWZTP
181.44,GBMTP,NGRTP
940.22,GBMTP,AWGTP
1276.71,GBMTP,CRITP
622.52,GBMTP,GBWOR
545.6,GBMTP,GHBTP
552.63,GBMTP,GKSTP
556.98,GBMTP,GNBTP
1133.22,GBMTP,HBSTP
399.7,GBMTP,NLBTP
453.9,GBMTP,BANTP
1248.25,GBMTP,CZATP
775.42,GBMTP,GBYOR
120.52,GBMTP,GHGTP
365.2,GBMTP,GLPTP
124.04,GBMTP,GNDOR
1386.5,GBMTP,HDBTP
397.47,GBMTP,NMSTP
1251.23,GBMTP,CZMTP
473.35,GBMTP,GDRTP
261.95,GBMTP,GHMTP
178.19,GBMTP,GLUTP
384.11,GBMTP,GNOOR
1341.84,GBMTP,HPCTP
318.78,GBMTP,NNYTP
507.54,GBMTP,BBRTP
383.08,GBMTP,GAKTP
299.02,GBMTP,GDUTP
122.18,GBMTP,GHOTP
538.11,GBMTP,GMATP
264.7,GBMTP,GNWOR
1300.88,GBMTP,HSZTP
394.19,GBMTP,NRDTP
770.07,GGITP,AGATP
422.84,GGITP,BGETP
411,GGITP,GAUTP
212.99,GGITP,GESTP
214.29,GGITP,GHSTP
449.81,GGITP,GMHTP
353.44,GGITP,GOSOR
1017.42,GGITP,HUNOR
421.08,GGITP,NRSTP
579.76,GGITP,AIBTP
365.37,GGITP,BLATP
183.21,GGITP,GBBTP
117.87,GGITP,GFDTP
252.34,GGITP,GJETP
100.81,GGITP,GMIOR
267.36,GGITP,LLXTP
370.91,GGITP,NUTTP
370.91,GGITP,NUWTP
798.75,GGITP,AKTTP
346.67,GGITP,BLETP
346.67,GGITP,BLMTP
502.6,GGITP,GBCTP
66.67,GGITP,GFMTP
548.66,GGITP,GKITP
463.78,GGITP,GMLTP
625.39,GGITP,GROTP
399.24,GGITP,NAETP
864.68,GGITP,SLOTP
607.32,GGITP,AOETP
293.23,GGITP,BLGTP
493.65,GGITP,GBETP
324.28,GGITP,GFRTP
162.69,GGITP,GKKTP
231.39,GGITP,GMNTP
261.6,GGITP,GSTTP
407.71,GGITP,NAVTP
608.6,GGITP,AOLTP
951.52,GGITP,CHROR
420.69,GGITP,GBMTP
0,GGITP,GGITP
162.69,GGITP,GKLTP
42.94,GGITP,GMRTP
298.28,GGITP,GTUTP
406.24,GGITP,NAMTP
406.24,GGITP,NAWTP
768.9,GGITP,AWDTP
1233.37,GGITP,COSTP
160.89,GGITP,GBOTP
338.52,GGITP,GHATP
151.43,GGITP,GKMTP
91.77,GGITP,GMZTP
177.59,GGITP,GWZTP
420.22,GGITP,NGRTP
770.65,GGITP,AWGTP
965.06,GGITP,CRITP
259.04,GGITP,GBWOR
147.44,GGITP,GHBTP
173.55,GGITP,GKSTP
259.97,GGITP,GNBTP
1020.99,GGITP,HBSTP
422.38,GGITP,NLBTP
372.19,GGITP,BANTP
949.63,GGITP,CZATP
463.78,GGITP,GBYOR
463.52,GGITP,GHGTP
350.32,GGITP,GLPTP
306.89,GGITP,GNDOR
1274.27,GGITP,HDBTP
266.56,GGITP,NMSTP
952.61,GGITP,CZMTP
425.46,GGITP,GDRTP
167.91,GGITP,GHMTP
510.24,GGITP,GLUTP
501.8,GGITP,GNOOR
1089.64,GGITP,HPCTP
308.54,GGITP,NNYTP
387.73,GGITP,BBRTP
236.79,GGITP,GAKTP
191.62,GGITP,GDUTP
307.06,GGITP,GHOTP
139.95,GGITP,GMATP
199.22,GGITP,GNWOR
1188.65,GGITP,HSZTP
422.96,GGITP,NRDTP
898.32,GKLTP,AGATP
259.87,GKLTP,BGETP
517.9,GKLTP,GAUTP
71.94,GKLTP,GESTP
252.99,GKLTP,GHSTP
578.07,GKLTP,GMHTP
503.37,GKLTP,GOSOR
1145.68,GKLTP,HUNOR
253.55,GKLTP,NRSTP
678.96,GKLTP,AIBTP
202.41,GKLTP,BLATP
86.13,GKLTP,GBBTP
273.7,GKLTP,GFDTP
408.17,GKLTP,GJETP
192.94,GKLTP,GMIOR
191.68,GKLTP,LLXTP
229.87,GKLTP,NUTTP
229.87,GKLTP,NUWTP
927,GKLTP,AKTTP
183.71,GKLTP,BLETP
183.71,GKLTP,BLMTP
572.66,GKLTP,GBCTP
192.38,GKLTP,GFMTP
513.82,GKLTP,GKITP
581.64,GKLTP,GMLTP
601.5,GKLTP,GROTP
253.13,GKLTP,NAETP
992.94,GKLTP,SLOTP
735.58,GKLTP,AOETP
130.26,GKLTP,BLGTP
563.72,GKLTP,GBETP
432.47,GKLTP,GFRTP
0,GKLTP,GKKTP
158.18,GKLTP,GMNTP
369.79,GKLTP,GSTTP
261.6,GKLTP,NAVTP
736.86,GKLTP,AOLTP
1079.78,GKLTP,CHROR
319.85,GKLTP,GBMTP
162.43,GKLTP,GGITP
0,GKLTP,GKLTP
198.85,GKLTP,GMRTP
406.47,GKLTP,GTUTP
261.56,GKLTP,NAMTP
261.56,GKLTP,NAWTP
897.15,GKLTP,AWDTP
1361.63,GKLTP,COSTP
34.7,GKLTP,GBOTP
458.79,GKLTP,GHATP
13.26,GKLTP,GKMTP
181.06,GKLTP,GMZTP
305.85,GKLTP,GWZTP
314.74,GKLTP,NGRTP
898.91,GKLTP,AWGTP
1093.32,GKLTP,CRITP
367.24,GKLTP,GBWOR
255.63,GKLTP,GHBTP
240.14,GKLTP,GKSTP
388.22,GKLTP,GNBTP
1149.24,GKLTP,HBSTP
276.47,GKLTP,NLBTP
209.22,GKLTP,BANTP
1077.88,GKLTP,CZATP
581.64,GKLTP,GBYOR
428.68,GKLTP,GHGTP
499.81,GKLTP,GLPTP
296.56,GKLTP,GNDOR
1402.53,GKLTP,HDBTP
103.59,GKLTP,NMSTP
1080.87,GKLTP,CZMTP
581.29,GKLTP,GDRTP
272.59,GKLTP,GHMTP
486.36,GKLTP,GLUTP
571.87,GKLTP,GNOOR
1217.89,GKLTP,HPCTP
150.8,GKLTP,NNYTP
224.76,GKLTP,BBRTP
73.82,GKLTP,GAKTP
38.11,GKLTP,GDUTP
306.73,GKLTP,GHOTP
248.14,GKLTP,GMATP
73.9,GKLTP,GNWOR
1316.91,GKLTP,HSZTP
257.23,GKLTP,NRDTP
803.1,GMRTP,AGATP
457.8,GMRTP,BGETP
444.03,GMRTP,GAUTP
205.06,GMRTP,GESTP
247.33,GMRTP,GHSTP
482.85,GMRTP,GMHTP
334.6,GMRTP,GOSOR
1050.45,GMRTP,HUNOR
456.04,GMRTP,NRSTP
612.79,GMRTP,AIBTP
400.33,GMRTP,BLATP
188.74,GMRTP,GBBTP
99.03,GMRTP,GFDTP
233.5,GMRTP,GJETP
133.85,GMRTP,GMIOR
302.32,GMRTP,LLXTP
405.87,GMRTP,NUTTP
405.87,GMRTP,NUWTP
831.78,GMRTP,AKTTP
381.63,GMRTP,BLETP
381.63,GMRTP,BLMTP
469.8,GMRTP,GBCTP
99.7,GMRTP,GFMTP
500.3,GMRTP,GKITP
507.77,GMRTP,GMLTP
577.03,GMRTP,GROTP
434.2,GMRTP,NAETP
897.72,GMRTP,SLOTP
640.35,GMRTP,AOETP
328.19,GMRTP,BLGTP
460.14,GMRTP,GBETP
357.31,GMRTP,GFRTP
197.65,GMRTP,GKKTP
214.09,GMRTP,GMNTP
294.63,GMRTP,GSTTP
442.67,GMRTP,NAVTP
641.63,GMRTP,AOLTP
984.55,GMRTP,CHROR
372.33,GMRTP,GBMTP
39.65,GMRTP,GGITP
197.65,GMRTP,GKLTP
0,GMRTP,GMRTP
331.31,GMRTP,GTUTP
441.2,GMRTP,NAMTP
441.2,GMRTP,NAWTP
801.93,GMRTP,AWDTP
1266.41,GMRTP,COSTP
195.85,GMRTP,GBOTP
305.76,GMRTP,GHATP
186.39,GMRTP,GKMTP
124.81,GMRTP,GMZTP
210.62,GMRTP,GWZTP
410.62,GMRTP,NGRTP
803.68,GMRTP,AWGTP
998.1,GMRTP,CRITP
292.08,GMRTP,GBWOR
180.47,GMRTP,GHBTP
206.58,GMRTP,GKSTP
293,GMRTP,GNBTP
1054.02,GMRTP,HBSTP
457.35,GMRTP,NLBTP
407.15,GMRTP,BANTP
982.66,GMRTP,CZATP
507.77,GMRTP,GBYOR
415.16,GMRTP,GHGTP
331.48,GMRTP,GLPTP
258.53,GMRTP,GNDOR
1307.3,GMRTP,HDBTP
301.52,GMRTP,NMSTP
985.64,GMRTP,CZMTP
406.62,GMRTP,GDRTP
118.83,GMRTP,GHMTP
461.89,GMRTP,GLUTP
469.01,GMRTP,GNOOR
1122.67,GMRTP,HPCTP
343.5,GMRTP,NNYTP
422.69,GMRTP,BBRTP
271.75,GMRTP,GAKTP
226.58,GMRTP,GDUTP
258.7,GMRTP,GHOTP
172.98,GMRTP,GMATP
203.01,GMRTP,GNWOR
1221.68,GMRTP,HSZTP
457.92,GMRTP,NRDTP
648.33,GTUTP,AGATP
614.26,GTUTP,BGETP
183.67,GTUTP,GAUTP
461.36,GTUTP,GESTP
225.98,GTUTP,GHSTP
260.32,GTUTP,GMHTP
531.4,GTUTP,GOSOR
895.69,GTUTP,HUNOR
669.46,GTUTP,NRSTP
344.86,GTUTP,AIBTP
551.08,GTUTP,BLATP
475.92,GTUTP,GBBTP
304.6,GTUTP,GFDTP
426.32,GTUTP,GJETP
246.36,GTUTP,GMIOR
348.59,GTUTP,LLXTP
619.28,GTUTP,NUTTP
619.28,GTUTP,NUWTP
609.49,GTUTP,AKTTP
551.66,GTUTP,BLETP
551.66,GTUTP,BLMTP
680.55,GTUTP,GBCTP
241.83,GTUTP,GFMTP
803.76,GTUTP,GKITP
247.42,GTUTP,GMLTP
873.98,GTUTP,GROTP
647.61,GTUTP,NAETP
675.43,GTUTP,SLOTP
485.58,GTUTP,AOETP
477.57,GTUTP,BLGTP
668.02,GTUTP,GBETP
164.7,GTUTP,GFRTP
407.15,GTUTP,GKKTP
521.46,GTUTP,GMNTP
45.67,GTUTP,GSTTP
656.08,GTUTP,NAVTP
486.86,GTUTP,AOLTP
810.38,GTUTP,CHROR
675.78,GTUTP,GBMTP
299.33,GTUTP,GGITP
407.15,GTUTP,GKLTP
334.56,GTUTP,GMRTP
0,GTUTP,GTUTP
654.61,GTUTP,NAMTP
654.61,GTUTP,NAWTP
647.16,GTUTP,AWDTP
1091.38,GTUTP,COSTP
395.21,GTUTP,GBOTP
512.3,GTUTP,GHATP
401.89,GTUTP,GKMTP
245.32,GTUTP,GMZTP
200.57,GTUTP,GWZTP
704.16,GTUTP,NGRTP
650.91,GTUTP,AWGTP
775.81,GTUTP,CRITP
47.08,GTUTP,GBWOR
162.22,GTUTP,GHBTP
201.5,GTUTP,GKSTP
280.95,GTUTP,GNBTP
899.25,GTUTP,HBSTP
670.75,GTUTP,NLBTP
587.78,GTUTP,BANTP
