driving_time,from_center,to_center
5.18,NAWTP,GHSTP
8.21,NAMTP,GMHTP
8.21,NAWTP,GMHTP
6.31,NAMTP,GOSOR
6.31,NAWTP,GOSOR
13.18,NAMTP,HUNOR
13.18,NAWTP,HUNOR
0.86,NAMTP,NRSTP
0.86,NAWTP,NRSTP
9.26,NAMTP,AIBTP
9.26,NAWTP,AIBTP
2.12,NAMTP,BLATP
2.12,NAWTP,BLATP
2.38,NAMTP,GBBTP
2.38,NAWTP,GBBTP
5.38,NAMTP,GFDTP
5.38,NAWTP,GFDTP
6.42,NAMTP,GJETP
6.42,NAWTP,GJETP
4.43,NAMTP,GMIOR
4.43,NAWTP,GMIOR
4.17,NAMTP,LLXTP
4.17,NAWTP,LLXTP
0.61,NAMTP,NUTTP
0.61,NAMTP,NUWTP
0.61,NAWTP,NUTTP
0.61,NAWTP,NUWTP
11.48,NAMTP,AKTTP
11.48,NAWTP,AKTTP
2.28,NAMTP,BLETP
2.28,NAMTP,BLMTP
2.28,NAWTP,BLETP
2.28,NAWTP,BLMTP
6.71,NAMTP,GBCTP
6.71,NAWTP,GBCTP
4.45,NAMTP,GFMTP
4.45,NAWTP,GFMTP
5.81,NAMTP,GKITP
5.81,NAWTP,GKITP
8,NAMTP,GMLTP
8,NAWTP,GMLTP
6.53,NAMTP,GROTP
6.53,NAWTP,GROTP
0.23,NAMTP,NAETP
0.23,NAWTP,NAETP
12.12,NAMTP,SLOTP
12.12,NAWTP,SLOTP
9.7,NAMTP,AOETP
9.7,NAWTP,AOETP
2.7,NAMTP,BLGTP
2.7,NAWTP,BLGTP
6.72,NAMTP,GBETP
6.72,NAWTP,GBETP
6.72,NAMTP,GFRTP
6.72,NAWTP,GFRTP
2.74,NAMTP,GKKTP
2.74,NAWTP,GKKTP
2.46,NAMTP,GMNTP
2.46,NAWTP,GMNTP
6.21,NAMTP,GSTTP
6.21,NAWTP,GSTTP
0.19,NAMTP,NAVTP
0.19,NAWTP,NAVTP
9.7,NAMTP,AOLTP
9.7,NAWTP,AOLTP
13.14,NAMTP,CHROR
13.14,NAWTP,CHROR
3.77,NAMTP,GBMTP
3.77,NAWTP,GBMTP
4.25,NAMTP,GGITP
4.25,NAWTP,GGITP
2.74,NAMTP,GKLTP
2.74,NAWTP,GKLTP
4.64,NAMTP,GMRTP
4.64,NAWTP,GMRTP
6.55,NAMTP,GTUTP
6.55,NAWTP,GTUTP
0,NAMTP,NAMTP
0,NAMTP,NAWTP
0,NAWTP,NAMTP
0,NAWTP,NAWTP
11.15,NAMTP,AWDTP
11.15,NAWTP,AWDTP
15.11,NAMTP,COSTP
15.11,NAWTP,COSTP
3.05,NAMTP,GBOTP
3.05,NAWTP,GBOTP
6.2,NAMTP,GHATP
6.2,NAWTP,GHATP
2.64,NAMTP,GKMTP
2.64,NAWTP,GKMTP
4.39,NAMTP,GMZTP
4.39,NAWTP,GMZTP
5.55,NAMTP,GWZTP
5.55,NAWTP,GWZTP
1.91,NAMTP,NGRTP
1.91,NAWTP,NGRTP
11.22,NAMTP,AWGTP
11.22,NAWTP,AWGTP
13.41,NAMTP,CRITP
13.41,NAWTP,CRITP
6.14,NAMTP,GBWOR
6.14,NAWTP,GBWOR
5.02,NAMTP,GHBTP
5.02,NAWTP,GHBTP
5.29,NAMTP,GKSTP
5.29,NAWTP,GKSTP
6.49,NAMTP,GNBTP
6.49,NAWTP,GNBTP
13.3,NAMTP,HBSTP
13.3,NAWTP,HBSTP
0.6,NAMTP,NLBTP
0.6,NAWTP,NLBTP
1.82,NAMTP,BANTP
1.82,NAWTP,BANTP
13.01,NAMTP,CZATP
13.01,NAWTP,CZATP
8,NAMTP,GBYOR
8,NAWTP,GBYOR
5.03,NAMTP,GHGTP
5.03,NAWTP,GHGTP
6.51,NAMTP,GLPTP
6.51,NAWTP,GLPTP
4.04,NAMTP,GNDOR
4.04,NAWTP,GNDOR
15.32,NAMTP,HDBTP
15.32,NAWTP,HDBTP
2.19,NAMTP,NMSTP
2.19,NAWTP,NMSTP
13.07,NAMTP,CZMTP
13.07,NAWTP,CZMTP
7.47,NAMTP,GDRTP
7.47,NAWTP,GDRTP
4.65,NAMTP,GHMTP
4.65,NAWTP,GHMTP
5.53,NAMTP,GLUTP
5.53,NAWTP,GLUTP
6.66,NAMTP,GNOOR
6.66,NAWTP,GNOOR
14.73,NAMTP,HPCTP
14.73,NAWTP,HPCTP
1.34,NAMTP,NNYTP
1.34,NAWTP,NNYTP
2.27,NAMTP,BBRTP
2.27,NAWTP,BBRTP
2.37,NAMTP,GAKTP
2.37,NAWTP,GAKTP
2.46,NAMTP,GDUTP
2.46,NAWTP,GDUTP
4.14,NAMTP,GHOTP
4.14,NAWTP,GHOTP
4.94,NAMTP,GMATP
4.94,NAWTP,GMATP
2.16,NAMTP,GNWOR
2.16,NAWTP,GNWOR
14.63,NAMTP,HSZTP
14.63,NAWTP,HSZTP
0.89,NAMTP,NRDTP
0.89,NAWTP,NRDTP
2.26,AWDTP,AGATP
11.36,AWDTP,BGETP
4.96,AWDTP,GAUTP
9.52,AWDTP,GESTP
8.28,AWDTP,GHSTP
4.21,AWDTP,GMHTP
5.89,AWDTP,GOSOR
2.37,AWDTP,HUNOR
11.53,AWDTP,NRSTP
5.19,AWDTP,AIBTP
10.77,AWDTP,BLATP
9.55,AWDTP,GBBTP
7.02,AWDTP,GFDTP
6.46,AWDTP,GJETP
7.65,AWDTP,GMIOR
9.41,AWDTP,LLXTP
10.98,AWDTP,NUTTP
10.98,AWDTP,NUWTP
3.5,AWDTP,AKTTP
10.59,AWDTP,BLETP
10.59,AWDTP,BLMTP
7.06,AWDTP,GBCTP
7.38,AWDTP,GFMTP
10.27,AWDTP,GKITP
4.56,AWDTP,GMLTP
9.02,AWDTP,GROTP
11.27,AWDTP,NAETP
3.91,AWDTP,SLOTP
1.97,AWDTP,AOETP
10.27,AWDTP,BLGTP
6.97,AWDTP,GBETP
8.12,AWDTP,GFRTP
9.04,AWDTP,GKKTP
9.88,AWDTP,GMNTP
6.39,AWDTP,GSTTP
11.36,AWDTP,NAVTP
1.97,AWDTP,AOLTP
4.13,AWDTP,CHROR
9.08,AWDTP,GBMTP
7.67,AWDTP,GGITP
9.04,AWDTP,GKLTP
8,AWDTP,GMRTP
6.66,AWDTP,GTUTP
11.39,AWDTP,NAMTP
11.39,AWDTP,NAWTP
0,AWDTP,AWDTP
5.11,AWDTP,COSTP
8.9,AWDTP,GBOTP
6.3,AWDTP,GHATP
8.88,AWDTP,GKMTP
7.68,AWDTP,GMZTP
6.24,AWDTP,GWZTP
10.69,AWDTP,NGRTP
0.18,AWDTP,AWGTP
5.3,AWDTP,CRITP
6.44,AWDTP,GBWOR
7.3,AWDTP,GHBTP
7.91,AWDTP,GKSTP
5.22,AWDTP,GNBTP
2.44,AWDTP,HBSTP
11.63,AWDTP,NLBTP
10.94,AWDTP,BANTP
3.97,AWDTP,CZATP
4.56,AWDTP,GBYOR
9.55,AWDTP,GHGTP
6.03,AWDTP,GLPTP
8.16,AWDTP,GNDOR
4.78,AWDTP,HDBTP
9.88,AWDTP,NMSTP
4.01,AWDTP,CZMTP
5.08,AWDTP,GDRTP
7.97,AWDTP,GHMTP
9.66,AWDTP,GLUTP
7.02,AWDTP,GNOOR
4.52,AWDTP,HPCTP
10.44,AWDTP,NNYTP
11.04,AWDTP,BBRTP
9.61,AWDTP,GAKTP
9.31,AWDTP,GDUTP
8.15,AWDTP,GHOTP
7.33,AWDTP,GMATP
9.54,AWDTP,GNWOR
3.95,AWDTP,HSZTP
11.61,AWDTP,NRDTP
4.6,COSTP,AGATP
15.12,COSTP,BGETP
8.75,COSTP,GAUTP
13.26,COSTP,GESTP
12.08,COSTP,GHSTP
7.98,COSTP,GMHTP
9.71,COSTP,GOSOR
2.85,COSTP,HUNOR
15.43,COSTP,NRSTP
8.48,COSTP,AIBTP
14.52,COSTP,BLATP
13.47,COSTP,GBBTP
10.93,COSTP,GFDTP
10.14,COSTP,GJETP
11.4,COSTP,GMIOR
13.2,COSTP,LLXTP
14.77,COSTP,NUTTP
14.77,COSTP,NUWTP
5.07,COSTP,AKTTP
14.34,COSTP,BLETP
14.34,COSTP,BLMTP
10.7,COSTP,GBCTP
11.15,COSTP,GFMTP
13.95,COSTP,GKITP
8.16,COSTP,GMLTP
12.64,COSTP,GROTP
15.06,COSTP,NAETP
4,COSTP,SLOTP
6.58,COSTP,AOETP
14.02,COSTP,BLGTP
10.65,COSTP,GBETP
11.92,COSTP,GFRTP
12.79,COSTP,GKKTP
13.7,COSTP,GMNTP
10.09,COSTP,GSTTP
15.15,COSTP,NAVTP
6.59,COSTP,AOLTP
2.84,COSTP,CHROR
12.84,COSTP,GBMTP
11.53,COSTP,GGITP
12.79,COSTP,GKLTP
11.88,COSTP,GMRTP
10.35,COSTP,GTUTP
15.18,COSTP,NAMTP
15.18,COSTP,NAWTP
4.93,COSTP,AWDTP
0,COSTP,COSTP
12.65,COSTP,GBOTP
10.11,COSTP,GHATP
12.64,COSTP,GKMTP
11.43,COSTP,GMZTP
10.14,COSTP,GWZTP
14.45,COSTP,NGRTP
4.8,COSTP,AWGTP
4.3,COSTP,CRITP
10.14,COSTP,GBWOR
11.08,COSTP,GHBTP
11.8,COSTP,GKSTP
9.14,COSTP,GNBTP
2.9,COSTP,HBSTP
15.42,COSTP,NLBTP
14.7,COSTP,BANTP
2.76,COSTP,CZATP
8.16,COSTP,GBYOR
13.24,COSTP,GHGTP
9.86,COSTP,GLPTP
11.96,COSTP,GNDOR
5.02,COSTP,HDBTP
13.62,COSTP,NMSTP
2.76,COSTP,CZMTP
8.89,COSTP,GDRTP
11.78,COSTP,GHMTP
13.27,COSTP,GLUTP
10.67,COSTP,GNOOR
1.4,COSTP,HPCTP
14.2,COSTP,NNYTP
14.9,COSTP,BBRTP
13.35,COSTP,GAKTP
13.05,COSTP,GDUTP
11.95,COSTP,GHOTP
11.15,COSTP,GMATP
13.29,COSTP,GNWOR
3.01,COSTP,HSZTP
15.53,COSTP,NRDTP
9.31,GBOTP,AGATP
2.99,GBOTP,BGETP
5.34,GBOTP,GAUTP
1.2,GBOTP,GESTP
2.83,GBOTP,GHSTP
5.93,GBOTP,GMHTP
5.5,GBOTP,GOSOR
11.13,GBOTP,HUNOR
3.15,GBOTP,NRSTP
7.13,GBOTP,AIBTP
2.33,GBOTP,BLATP
1.34,GBOTP,GBBTP
3.07,GBOTP,GFDTP
4.57,GBOTP,GJETP
2.04,GBOTP,GMIOR
2.54,GBOTP,LLXTP
2.7,GBOTP,NUTTP
2.7,GBOTP,NUWTP
9.3,GBOTP,AKTTP
2.15,GBOTP,BLETP
2.15,GBOTP,BLMTP
6.18,GBOTP,GBCTP
2.03,GBOTP,GFMTP
5.75,GBOTP,GKITP
5.96,GBOTP,GMLTP
6.47,GBOTP,GROTP
2.97,GBOTP,NAETP
9.95,GBOTP,SLOTP
7.69,GBOTP,AOETP
1.82,GBOTP,BLGTP
6.21,GBOTP,GBETP
4.58,GBOTP,GFRTP
0.6,GBOTP,GKKTP
2.08,GBOTP,GMNTP
3.97,GBOTP,GSTTP
3.05,GBOTP,NAVTP
7.68,GBOTP,AOLTP
11.14,GBOTP,CHROR
3.83,GBOTP,GBMTP
1.89,GBOTP,GGITP
0.6,GBOTP,GKLTP
2.28,GBOTP,GMRTP
4.33,GBOTP,GTUTP
3.06,GBOTP,NAMTP
3.06,GBOTP,NAWTP
9.08,GBOTP,AWDTP
13.16,GBOTP,COSTP
0,GBOTP,GBOTP
5.3,GBOTP,GHATP
0.57,GBOTP,GKMTP
2.02,GBOTP,GMZTP
3.22,GBOTP,GWZTP
3.71,GBOTP,NGRTP
9.16,GBOTP,AWGTP
11.24,GBOTP,CRITP
3.93,GBOTP,GBWOR
2.61,GBOTP,GHBTP
2.56,GBOTP,GKSTP
4.16,GBOTP,GNBTP
11.27,GBOTP,HBSTP
3.31,GBOTP,NLBTP
2.54,GBOTP,BANTP
11.02,GBOTP,CZATP
5.96,GBOTP,GBYOR
4.96,GBOTP,GHGTP
5.53,GBOTP,GLPTP
3.5,GBOTP,GNDOR
13.26,GBOTP,HDBTP
1.42,GBOTP,NMSTP
11.09,GBOTP,CZMTP
6.12,GBOTP,GDRTP
3.39,GBOTP,GHMTP
5.46,GBOTP,GLUTP
6.15,GBOTP,GNOOR
12.75,GBOTP,HPCTP
2.15,GBOTP,NNYTP
2.56,GBOTP,BBRTP
1.14,GBOTP,GAKTP
0.97,GBOTP,GDUTP
3.59,GBOTP,GHOTP
2.62,GBOTP,GMATP
1.21,GBOTP,GNWOR
12.6,GBOTP,HSZTP
3.27,GBOTP,NRDTP
7.85,GHATP,AGATP
7.14,GHATP,BGETP
4.57,GHATP,GAUTP
4.48,GHATP,GESTP
5.6,GHATP,GHSTP
4.56,GHATP,GMHTP
0.56,GHATP,GOSOR
8,GHATP,HUNOR
6.59,GHATP,NRSTP
6.27,GHATP,AIBTP
6.66,GHATP,BLATP
4.32,GHATP,GBBTP
3.09,GHATP,GFDTP
1.37,GHATP,GJETP
4.38,GHATP,GMIOR
6.44,GHATP,LLXTP
5.97,GHATP,NUTTP
5.97,GHATP,NUWTP
8.03,GHATP,AKTTP
6.45,GHATP,BLETP
6.45,GHATP,BLMTP
1.8,GHATP,GBCTP
4.1,GHATP,GFMTP
4.86,GHATP,GKITP
4.71,GHATP,GMLTP
3.74,GHATP,GROTP
6.16,GHATP,NAETP
8.68,GHATP,SLOTP
6.22,GHATP,AOETP
6.2,GHATP,BLGTP
1.87,GHATP,GBETP
6.54,GHATP,GFRTP
4.96,GHATP,GKKTP
4.47,GHATP,GMNTP
5.1,GHATP,GSTTP
6.22,GHATP,NAVTP
5.94,GHATP,AOLTP
9.68,GHATP,CHROR
3.56,GHATP,GBMTP
3.63,GHATP,GGITP
4.96,GHATP,GKLTP
3.48,GHATP,GMRTP
5.54,GHATP,GTUTP
6.24,GHATP,NAMTP
6.24,GHATP,NAWTP
6.44,GHATP,AWDTP
10.19,GHATP,COSTP
5.24,GHATP,GBOTP
0,GHATP,GHATP
4.84,GHATP,GKMTP
4.36,GHATP,GMZTP
3.47,GHATP,GWZTP
5.3,GHATP,NGRTP
6.39,GHATP,AWGTP
9.96,GHATP,CRITP
5.06,GHATP,GBWOR
4.84,GHATP,GHBTP
5.2,GHATP,GKSTP
3.12,GHATP,GNBTP
8.13,GHATP,HBSTP
6.62,GHATP,NLBTP
6.65,GHATP,BANTP
9.55,GHATP,CZATP
4.71,GHATP,GBYOR
4.02,GHATP,GHGTP
0.71,GHATP,GLPTP
2.48,GHATP,GNDOR
10.04,GHATP,HDBTP
5.77,GHATP,NMSTP
9.6,GHATP,CZMTP
1.73,GHATP,GDRTP
2.15,GHATP,GHMTP
4.48,GHATP,GLUTP
1.79,GHATP,GNOOR
9.61,GHATP,HPCTP
5.57,GHATP,NNYTP
6.99,GHATP,BBRTP
5.52,GHATP,GAKTP
4.74,GHATP,GDUTP
2.47,GHATP,GHOTP
4.75,GHATP,GMATP
4.43,GHATP,GNWOR
9.36,GHATP,HSZTP
6.67,GHATP,NRDTP
9.37,GKMTP,AGATP
2.77,GKMTP,BGETP
5.25,GKMTP,GAUTP
0.82,GKMTP,GESTP
3.11,GKMTP,GHSTP
5.98,GKMTP,GMHTP
5.23,GKMTP,GOSOR
11.18,GKMTP,HUNOR
2.85,GKMTP,NRSTP
7.05,GKMTP,AIBTP
2.13,GKMTP,BLATP
0.97,GKMTP,GBBTP
2.91,GKMTP,GFDTP
4.42,GKMTP,GJETP
2.08,GKMTP,GMIOR
2.54,GKMTP,LLXTP
2.32,GKMTP,NUTTP
2.32,GKMTP,NUWTP
9.35,GKMTP,AKTTP
1.95,GKMTP,BLETP
1.95,GKMTP,BLMTP
5.87,GKMTP,GBCTP
2.08,GKMTP,GFMTP
5.41,GKMTP,GKITP
5.87,GKMTP,GMLTP
6.14,GKMTP,GROTP
2.6,GKMTP,NAETP
10.01,GKMTP,SLOTP
7.74,GKMTP,AOETP
1.61,GKMTP,BLGTP
5.89,GKMTP,GBETP
4.5,GKMTP,GFRTP
0.32,GKMTP,GKKTP
1.71,GKMTP,GMNTP
3.88,GKMTP,GSTTP
2.68,GKMTP,NAVTP
7.73,GKMTP,AOLTP
11.18,GKMTP,CHROR
3.47,GKMTP,GBMTP
1.73,GKMTP,GGITP
0.32,GKMTP,GKLTP
2.1,GKMTP,GMRTP
4.24,GKMTP,GTUTP
2.7,GKMTP,NAMTP
2.7,GKMTP,NAWTP
9.14,GKMTP,AWDTP
13.19,GKMTP,COSTP
0.58,GKMTP,GBOTP
4.86,GKMTP,GHATP
0,GKMTP,GKMTP
2.01,GKMTP,GMZTP
3.27,GKMTP,GWZTP
3.37,GKMTP,NGRTP
9.21,GKMTP,AWGTP
11.3,GKMTP,CRITP
3.84,GKMTP,GBWOR
2.66,GKMTP,GHBTP
2.79,GKMTP,GKSTP
4.21,GKMTP,GNBTP
11.32,GKMTP,HBSTP
2.96,GKMTP,NLBTP
2.32,GKMTP,BANTP
11.06,GKMTP,CZATP
5.87,GKMTP,GBYOR
4.61,GKMTP,GHGTP
5.25,GKMTP,GLPTP
3.16,GKMTP,GNDOR
13.31,GKMTP,HDBTP
1.2,GKMTP,NMSTP
11.13,GKMTP,CZMTP
5.99,GKMTP,GDRTP
2.99,GKMTP,GHMTP
5.15,GKMTP,GLUTP
5.84,GKMTP,GNOOR
12.8,GKMTP,HPCTP
1.81,GKMTP,NNYTP
2.36,GKMTP,BBRTP
0.93,GKMTP,GAKTP
0.58,GKMTP,GDUTP
3.26,GKMTP,GHOTP
2.57,GKMTP,GMATP
0.82,GKMTP,GNWOR
12.65,GKMTP,HSZTP
2.96,GKMTP,NRDTP
7.89,GMZTP,AGATP
4.54,GMZTP,BGETP
3.75,GMZTP,GAUTP
2.63,GMZTP,GESTP
1.4,GMZTP,GHSTP
4.51,GMZTP,GMHTP
4.47,GMZTP,GOSOR
9.75,GMZTP,HUNOR
4.57,GMZTP,NRSTP
5.59,GMZTP,AIBTP
3.95,GMZTP,BLATP
2.76,GMZTP,GBBTP
1.65,GMZTP,GFDTP
3.5,GMZTP,GJETP
0.12,GMZTP,GMIOR
2.46,GMZTP,LLXTP
4.11,GMZTP,NUTTP
4.11,GMZTP,NUWTP
7.99,GMZTP,AKTTP
3.77,GMZTP,BLETP
3.77,GMZTP,BLMTP
5.84,GMZTP,GBCTP
0.61,GMZTP,GFMTP
6.59,GMZTP,GKITP
4.37,GMZTP,GMLTP
7.18,GMZTP,GROTP
4.35,GMZTP,NAETP
8.63,GMZTP,SLOTP
6.26,GMZTP,AOETP
3.3,GMZTP,BLGTP
5.86,GMZTP,GBETP
2.82,GMZTP,GFRTP
2.09,GMZTP,GKKTP
3.52,GMZTP,GMNTP
2.3,GMZTP,GSTTP
4.42,GMZTP,NAVTP
6.26,GMZTP,AOLTP
9.71,GMZTP,CHROR
5.23,GMZTP,GBMTP
1.09,GMZTP,GGITP
2.09,GMZTP,GKLTP
1.48,GMZTP,GMRTP
2.65,GMZTP,GTUTP
4.44,GMZTP,NAMTP
4.44,GMZTP,NAWTP
7.68,GMZTP,AWDTP
11.72,GMZTP,COSTP
2.04,GMZTP,GBOTP
4.33,GMZTP,GHATP
1.97,GMZTP,GKMTP
0,GMZTP,GMZTP
1.74,GMZTP,GWZTP
5.04,GMZTP,NGRTP
7.75,GMZTP,AWGTP
9.92,GMZTP,CRITP
2.26,GMZTP,GBWOR
1.07,GMZTP,GHBTP
0.95,GMZTP,GKSTP
2.64,GMZTP,GNBTP
9.88,GMZTP,HBSTP
4.67,GMZTP,NLBTP
4.1,GMZTP,BANTP
9.58,GMZTP,CZATP
4.37,GMZTP,GBYOR
5.84,GMZTP,GHGTP
4.51,GMZTP,GLPTP
4.14,GMZTP,GNDOR
11.89,GMZTP,HDBTP
3.04,GMZTP,NMSTP
9.64,GMZTP,CZMTP
5.14,GMZTP,GDRTP
2.67,GMZTP,GHMTP
6.21,GMZTP,GLUTP
5.82,GMZTP,GNOOR
11.36,GMZTP,HPCTP
3.65,GMZTP,NNYTP
4.18,GMZTP,BBRTP
2.76,GMZTP,GAKTP
2.37,GMZTP,GDUTP
4.16,GMZTP,GHOTP
0.98,GMZTP,GMATP
2.63,GMZTP,GNWOR
11.22,GMZTP,HSZTP
4.65,GMZTP,NRDTP
6.45,GWZTP,AGATP
5.85,GWZTP,BGETP
2.55,GWZTP,GAUTP
3.91,GWZTP,GESTP
2.94,GWZTP,GHSTP
3.02,GWZTP,GMHTP
3.68,GWZTP,GOSOR
8.35,GWZTP,HUNOR
5.9,GWZTP,NRSTP
4.48,GWZTP,AIBTP
5.21,GWZTP,BLATP
3.96,GWZTP,GBBTP
1.33,GWZTP,GFDTP
2.68,GWZTP,GJETP
1.72,GWZTP,GMIOR
3.92,GWZTP,LLXTP
5.37,GWZTP,NUTTP
5.37,GWZTP,NUWTP
6.6,GWZTP,AKTTP
5.04,GWZTP,BLETP
5.04,GWZTP,BLMTP
5.06,GWZTP,GBCTP
1.43,GWZTP,GFMTP
6.59,GWZTP,GKITP
3.18,GWZTP,GMLTP
6.93,GWZTP,GROTP
5.66,GWZTP,NAETP
7.29,GWZTP,SLOTP
4.65,GWZTP,AOETP
4.75,GWZTP,BLGTP
5.1,GWZTP,GBETP
3.51,GWZTP,GFRTP
3.37,GWZTP,GKKTP
4.58,GWZTP,GMNTP
1.76,GWZTP,GSTTP
5.74,GWZTP,NAVTP
4.65,GWZTP,AOLTP
8.24,GWZTP,CHROR
5.32,GWZTP,GBMTP
1.96,GWZTP,GGITP
3.37,GWZTP,GKLTP
2.34,GWZTP,GMRTP
2.26,GWZTP,GTUTP
5.77,GWZTP,NAMTP
5.77,GWZTP,NAWTP
6.17,GWZTP,AWDTP
10.25,GWZTP,COSTP
3.26,GWZTP,GBOTP
3.54,GWZTP,GHATP
3.28,GWZTP,GKMTP
1.73,GWZTP,GMZTP
0,GWZTP,GWZTP
6.18,GWZTP,NGRTP
6.23,GWZTP,AWGTP
8.52,GWZTP,CRITP
1.72,GWZTP,GBWOR
1.94,GWZTP,GHBTP
2.53,GWZTP,GKSTP
1.14,GWZTP,GNBTP
8.47,GWZTP,HBSTP
5.98,GWZTP,NLBTP
5.37,GWZTP,BANTP
8.14,GWZTP,CZATP
3.18,GWZTP,GBYOR
5.84,GWZTP,GHGTP
3.69,GWZTP,GLPTP
4.13,GWZTP,GNDOR
10.45,GWZTP,HDBTP
4.34,GWZTP,NMSTP
8.23,GWZTP,CZMTP
4.02,GWZTP,GDRTP
2.66,GWZTP,GHMTP
6.2,GWZTP,GLUTP
5.04,GWZTP,GNOOR
9.96,GWZTP,HPCTP
4.84,GWZTP,NNYTP
5.45,GWZTP,BBRTP
4.06,GWZTP,GAKTP
3.68,GWZTP,GDUTP
4.15,GWZTP,GHOTP
2.02,GWZTP,GMATP
3.93,GWZTP,GNWOR
9.76,GWZTP,HSZTP
5.97,GWZTP,NRDTP
11.92,NGRTP,AGATP
3.84,NGRTP,BGETP
8.23,NGRTP,GAUTP
2.83,NGRTP,GESTP
6.27,NGRTP,GHSTP
8.72,NGRTP,GMHTP
5.56,NGRTP,GOSOR
12.57,NGRTP,HUNOR
2.6,NGRTP,NRSTP
10.1,NGRTP,AIBTP
3.68,NGRTP,BLATP
2.89,NGRTP,GBBTP
5.18,NGRTP,GFDTP
6.21,NGRTP,GJETP
5.08,NGRTP,GMIOR
5.37,NGRTP,LLXTP
1.99,NGRTP,NUTTP
1.99,NGRTP,NUWTP
12.06,NGRTP,AKTTP
3.84,NGRTP,BLETP
3.84,NGRTP,BLMTP
5.69,NGRTP,GBCTP
5.1,NGRTP,GFMTP
4.17,NGRTP,GKITP
8.83,NGRTP,GMLTP
4.94,NGRTP,GROTP
1.88,NGRTP,NAETP
12.69,NGRTP,SLOTP
10.24,NGRTP,AOETP
4,NGRTP,BLGTP
5.88,NGRTP,GBETP
7.33,NGRTP,GFRTP
3.39,NGRTP,GKKTP
2.34,NGRTP,GMNTP
6.83,NGRTP,GSTTP
1.93,NGRTP,NAVTP
10.24,NGRTP,AOLTP
13.67,NGRTP,CHROR
1.99,NGRTP,GBMTP
4.89,NGRTP,GGITP
3.39,NGRTP,GKLTP
4.9,NGRTP,GMRTP
7.22,NGRTP,GTUTP
1.94,NGRTP,NAMTP
1.94,NGRTP,NAWTP
11.26,NGRTP,AWDTP
14.83,NGRTP,COSTP
3.7,NGRTP,GBOTP
5.43,NGRTP,GHATP
3.3,NGRTP,GKMTP
5.03,NGRTP,GMZTP
6.26,NGRTP,GWZTP
0,NGRTP,NGRTP
11.24,NGRTP,AWGTP
13.99,NGRTP,CRITP
6.79,NGRTP,GBWOR
5.64,NGRTP,GHBTP
5.87,NGRTP,GKSTP
6.99,NGRTP,GNBTP
12.69,NGRTP,HBSTP
2.32,NGRTP,NLBTP
3.39,NGRTP,BANTP
13.55,NGRTP,CZATP
8.83,NGRTP,GBYOR
3.29,NGRTP,GHGTP
5.72,NGRTP,GLPTP
3.28,NGRTP,GNDOR
14.7,NGRTP,HDBTP
3.47,NGRTP,NMSTP
13.62,NGRTP,CZMTP
6.73,NGRTP,GDRTP
4.44,NGRTP,GHMTP
3.86,NGRTP,GLUTP
5.66,NGRTP,GNOOR
14.26,NGRTP,HPCTP
2.19,NGRTP,NNYTP
3.83,NGRTP,BBRTP
3.65,NGRTP,GAKTP
3.12,NGRTP,GDUTP
3.27,NGRTP,GHOTP
5.56,NGRTP,GMATP
2.74,NGRTP,GNWOR
14.03,NGRTP,HSZTP
2.63,NGRTP,NRDTP
2.21,AWGTP,AGATP
11.37,AWGTP,BGETP
4.97,AWGTP,GAUTP
9.53,AWGTP,GESTP
8.29,AWGTP,GHSTP
4.22,AWGTP,GMHTP
5.9,AWGTP,GOSOR
2.33,AWGTP,HUNOR
11.54,AWGTP,NRSTP
5.2,AWGTP,AIBTP
10.79,AWGTP,BLATP
9.56,AWGTP,GBBTP
7.03,AWGTP,GFDTP
6.48,AWGTP,GJETP
7.66,AWGTP,GMIOR
9.42,AWGTP,LLXTP
10.99,AWGTP,NUTTP
10.99,AWGTP,NUWTP
3.46,AWGTP,AKTTP
10.61,AWGTP,BLETP
10.61,AWGTP,BLMTP
7.08,AWGTP,GBCTP
7.39,AWGTP,GFMTP
10.28,AWGTP,GKITP
4.57,AWGTP,GMLTP
9.04,AWGTP,GROTP
11.28,AWGTP,NAETP
3.86,AWGTP,SLOTP
1.98,AWGTP,AOETP
10.29,AWGTP,BLGTP
6.99,AWGTP,GBETP
8.13,AWGTP,GFRTP
9.05,AWGTP,GKKTP
9.89,AWGTP,GMNTP
6.4,AWGTP,GSTTP
11.37,AWGTP,NAVTP
1.98,AWGTP,AOLTP
4.08,AWGTP,CHROR
9.1,AWGTP,GBMTP
7.68,AWGTP,GGITP
9.05,AWGTP,GKLTP
8.01,AWGTP,GMRTP
6.67,AWGTP,GTUTP
11.4,AWGTP,NAMTP
11.4,AWGTP,NAWTP
0.2,AWGTP,AWDTP
5.06,AWGTP,COSTP
8.91,AWGTP,GBOTP
6.32,AWGTP,GHATP
8.89,AWGTP,GKMTP
7.69,AWGTP,GMZTP
6.25,AWGTP,GWZTP
10.71,AWGTP,NGRTP
0,AWGTP,AWGTP
5.25,AWGTP,CRITP
6.45,AWGTP,GBWOR
7.31,AWGTP,GHBTP
7.92,AWGTP,GKSTP
5.23,AWGTP,GNBTP
2.4,AWGTP,HBSTP
11.64,AWGTP,NLBTP
10.95,AWGTP,BANTP
3.93,AWGTP,CZATP
4.57,AWGTP,GBYOR
9.56,AWGTP,GHGTP
6.05,AWGTP,GLPTP
8.18,AWGTP,GNDOR
4.74,AWGTP,HDBTP
